Q_val;R_val;S_val;RR_l_0/RR_l_1;signal_std;seq_size;label
-0.9782;-0.4161;0.0636;0.1959;-0.7648;0.0125;0.0
-0.9113;-0.3277;-0.0333;0.1121;-0.8796;0.4168;0.0
-0.9156;1.0394;0.0405;-0.2577;-0.1159;0.7403;0.0
-0.6049;2.9799;-1.5404;0.0137;2.6729;2.8429;0.0
-0.8508;-0.1276;0.3745;-0.1578;-0.8265;0.5516;0.0
0.3655;1.6236;0.1877;-0.2262;0.5084;1.3872;0.0
-0.9472;0.0446;0.2624;-0.3146;-0.755;0.7672;0.0
-0.4336;1.9537;-1.2172;-0.0394;1.2476;-1.3893;0.0
-1.7964;-1.1212;-0.4864;-0.0844;-1.0488;0.0933;0.0
0.1934;1.121;1.31;0.0721;0.093;0.6325;0.0
-1.2582;1.9015;-0.9164;-1.6687;1.9423;0.5785;0.0
-1.4792;-0.6177;-0.4392;-0.2927;-0.8057;0.0125;0.0
0.3496;1.4168;0.1675;-0.3031;0.6825;0.7133;0.0
0.3403;1.7966;-0.467;0.5984;1.0912;-1.3353;0.0
-0.9804;-0.5747;-0.1005;-0.1332;-0.9615;0.6864;0.0
-0.7349;0.9682;0.0919;-0.0651;-0.3053;0.8212;0.0
-0.3393;2.1403;-1.8255;-0.0744;2.4261;2.789;0.0
-0.0999;2.7387;-0.3934;0.0314;3.4103;2.8698;0.0
-0.1899;0.1952;-0.1336;-0.2712;-0.1715;-0.0954;0.0
-0.8922;-0.5013;0.0456;-0.1332;-0.9456;0.7672;0.0
-0.9933;0.9141;-0.1794;-0.1786;-0.2754;1.1446;0.0
-0.2778;0.1508;-0.1732;-0.1639;-0.2302;-0.2032;0.0
0.2359;1.5962;1.7308;0.8207;0.5255;0.4438;0.0
0.0808;0.1789;0.1074;0.0267;-0.2094;-0.338;0.0
0.0782;0.2013;-0.0294;-0.2635;-0.174;-0.0414;0.0
-0.326;0.0091;-0.3774;-0.1097;-0.0408;-0.4188;0.0
-0.9508;-0.1177;0.0756;-0.187;-0.6181;0.3359;0.0
-1.0462;-0.1246;0.088;-0.3585;-0.7281;0.8212;0.0
0.2222;1.0871;0.3287;-0.0571;0.4198;-0.7423;0.0
-0.975;-0.4502;0.2113;0.0371;-0.8668;0.2551;0.0
-0.5491;1.0738;1.4774;-0.4358;0.349;1.4142;0.0
-0.3616;0.1257;-0.2403;-0.2451;-0.2271;-0.0954;0.0
-0.1586;0.1352;0.0391;1.3285;-0.3298;-0.0954;0.0
-1.0347;0.9763;0.0672;-0.0878;-0.2088;1.0907;0.0
-0.1572;0.004;-0.0951;-0.2666;-0.3518;-0.0145;0.0
-1.1315;-0.4697;-0.2083;-0.1893;-0.8136;0.0125;0.0
-0.376;1.2313;0.4062;-0.044;-0.2204;1.1716;0.0
-0.2151;0.0885;-0.2695;-0.0267;-0.1569;-0.2032;0.0
-0.7482;-0.1091;0.2408;-0.0859;-0.8112;0.0394;0.0
-0.1046;1.0361;-0.0288;2.019;0.4198;0.3359;0.0
-0.6848;-0.3602;0.1619;-0.1332;-0.8833;0.6055;0.0
-0.8141;0.3853;-0.2198;-0.132;-0.4526;1.1177;0.0
-1.0556;0.1104;0.2065;-0.0613;-0.6175;0.4168;0.0
-0.6067;-0.0983;-0.9228;-0.1947;-0.0579;-0.6614;0.0
0.1398;1.8908;0.0987;-0.2128;0.7931;0.5516;0.0
0.0246;1.2588;-0.0552;-2.1485;0.6728;-0.1762;0.0
-0.7838;1.8423;-1.4657;-0.3104;1.2269;-1.4432;0.0
-1.1344;-0.2589;0.1296;-1.6633;-0.7703;0.6325;0.0
1.7682;1.6233;1.3873;-0.1336;0.0765;0.2551;0.0
-0.8853;-0.3588;0.3214;-0.1097;-0.9297;0.5516;0.0
-0.2342;0.0173;-0.0957;1.2055;-0.254;-0.0414;0.0
-1.0185;0.5593;-0.2179;-0.0267;-0.3909;0.7672;0.0
-1.1135;-0.4656;0.0636;0.1667;-0.9065;0.3629;0.0
-0.7813;1.4656;-1.8544;-0.1443;1.1365;-1.3623;0.0
-0.1143;0.0028;-0.1457;-0.1097;-0.3035;0.0394;0.0
-0.9264;0.7775;0.1051;-0.1528;-0.2528;0.9829;0.0
-0.763;-0.1524;0.5351;-0.1801;-0.854;0.6864;0.0
-0.5236;-0.0453;-0.4021;-0.1355;-0.2314;0.1472;0.0
-0.7154;0.8253;0.147;-0.2654;-0.3188;1.0907;0.0
-0.4181;-0.046;-0.2726;0.0256;-0.3872;-0.2301;0.0
-0.9624;0.9579;-0.2179;-0.1762;-0.1453;0.6325;0.0
-0.8263;-0.0088;0.318;0.0898;-0.788;0.2551;0.0
-0.1043;0.2036;-0.0437;-0.3419;-0.1801;-0.0414;0.0
-0.1107;0.1707;0.2385;-2.1081;-0.2815;-0.0684;0.0
-1.2712;1.0726;-0.1226;-0.1324;-0.1599;1.0638;0.0
-0.8634;-0.4752;0.1405;0.0848;-0.9279;0.4168;0.0
-0.6665;1.5858;-1.8176;0.1017;1.068;-1.3893;0.0
-0.8897;1.1555;0.1574;-0.3062;-0.1514;0.929;0.0
-1.0909;-0.2611;0.0172;-0.2216;-0.8252;0.8212;0.0
-0.7763;1.096;-0.5307;0.2351;0.6728;-0.8501;0.0
-0.1305;1.328;-0.0569;-0.2089;0.5536;0.1203;0.0
-1.1978;-0.3918;0.0523;1.1398;-0.8509;0.4977;0.0
0.2863;1.0618;0.1911;1.1451;0.5243;-0.2301;0.0
-0.3019;0.0069;-0.233;0.081;-0.3267;-0.1762;0.0
-0.2335;0.0518;0.0582;-0.1624;-0.397;-0.1493;0.0
-0.966;0.5137;-0.4077;-0.1539;-0.353;0.929;0.0
-1.1038;0.6717;-0.4805;0.0383;-0.3536;1.0638;0.0
-0.7817;0.9866;0.1987;-0.1747;-0.3102;1.0098;0.0
-0.3008;0.5851;-0.2808;-0.7187;0.4522;0.5785;0.0
-1.0178;0.7594;-0.2336;-0.3662;-0.2467;1.1177;0.0
-0.5769;-0.1394;-0.447;-0.0786;-0.0842;-0.8232;0.0
-0.5038;1.6598;-1.4323;-0.1451;1.1481;-1.3893;0.0
-1.0005;0.6145;-0.4903;-0.1939;-0.2565;1.2255;0.0
-0.9854;-0.2971;0.2829;0.0364;-0.8674;0.7672;0.0
0.008;0.5806;-0.2535;-0.0686;-0.5485;0.902;0.0
-1.2636;-0.7078;-0.1448;-0.1097;-0.9444;0.7133;0.0
-1.0358;1.6005;-1.4;-0.2139;1.1303;-1.4971;0.0
-0.0927;1.1318;-0.1665;-0.2997;0.2078;0.9829;0.0
-0.1672;0.1778;-0.1454;-2.3757;-0.1605;-0.1493;0.0
0.0692;1.1322;1.7066;0.0267;0.3056;-0.1762;0.0
-0.9285;1.3652;-2.0446;-0.1097;1.0772;-1.3893;0.0
-0.5114;0.2424;-0.0305;-0.237;-0.1489;0.0125;0.0
-1.2093;0.822;-0.0479;0.0886;-0.2339;0.8481;0.0
-0.6953;1.3569;-1.9876;0.0314;1.2434;-1.3623;0.0
0.3777;1.4829;0.1992;-2.6433;0.517;0.4977;0.0
0.4691;0.2868;0.3206;1.8721;0.1681;-0.338;0.0
-0.4894;1.6184;-1.4924;-0.1097;1.583;-1.0927;0.0
-0.5736;0.701;-0.0696;-0.2689;0.7546;-1.0658;0.0
-0.8771;-0.6212;0.0838;0.006;-0.9853;0.4977;0.0
-0.5628;0.3828;-0.1446;-0.0225;-0.4636;0.7403;0.0
-0.2939;0.9276;-0.071;0.1271;0.297;-0.2301;0.0
-0.0841;0.1645;-0.033;-0.1366;-0.2394;-0.2571;0.0
-0.3321;1.3398;-0.2221;0.0687;0.6172;-0.1223;0.0
0.2535;2.8307;0.0714;-1.9601;2.6253;0.7403;0.0
-0.3908;0.0497;-0.5816;0.054;-0.0371;-0.904;0.0
-0.4048;0.1592;-0.3833;0.1025;-0.1068;-0.4727;0.0
-0.8925;-0.3719;0.0439;-0.1343;-0.8961;0.902;0.0
-0.9221;0.3457;-0.5243;-0.1536;-0.3982;0.5516;0.0
-0.8879;0.3363;-0.1361;-0.0532;-0.4373;-0.0414;0.0
-0.4336;0.1003;-0.3782;-0.1878;-0.1612;0.0664;0.0
-1.205;0.8727;-0.4586;-0.132;-0.2168;1.1446;0.0
-1.0362;0.9362;-0.1044;-0.0663;-0.2003;0.8212;0.0
-0.3487;0.9766;-0.158;2.7045;0.4443;0.1742;0.0
0.341;1.1838;2.5169;-2.5034;0.3917;0.8751;0.0
2.5388;1.9704;2.3635;0.0506;-0.2846;-0.4997;0.0
-2.0991;-0.144;-1.6946;-0.0267;-0.4862;0.902;0.0
0.5433;1.22;0.5295;0.7776;0.2298;0.4707;0.0
0.2337;1.503;0.1641;0.0317;0.5872;0.8481;0.0
-0.1453;0.1867;-0.1097;-0.0586;-0.2247;0.0394;0.0
-0.813;0.5604;-0.3046;-0.0194;-0.3878;1.2255;0.0
-0.3688;0.1209;-0.4889;-0.0209;-0.0188;-0.6345;0.0
-0.1842;0.2528;-0.1097;-0.2604;-0.1874;-0.0954;0.0
-0.7266;2.7165;-1.0753;-0.1097;3.0939;2.8429;0.0
-0.3649;0.0369;-0.308;-0.0544;-0.2504;-0.1762;0.0
-0.2176;-0.086;-0.0325;-0.137;-0.4941;-0.3649;0.0
-1.1499;1.4163;-1.6511;-0.1447;0.9911;-1.3623;0.0
-0.9131;1.3142;0.1049;-0.1332;-0.0304;0.8751;0.0
-0.4851;-0.0231;-0.4175;0.0771;-0.1966;0.0394;0.0
-0.426;0.0188;0.1065;0.1009;-0.3023;-0.1493;0.0
-0.6579;0.4761;-0.0704;-0.3873;-0.4196;1.5759;0.0
-0.9616;-0.4969;-0.0552;-0.0851;-0.9383;0.282;0.0
-0.3692;2.4453;-0.0123;-0.177;1.8842;0.7672;0.0
0.1592;1.5842;0.1515;-0.0413;0.5029;0.282;0.0
-0.4185;-0.2331;-0.199;-0.2151;-0.1514;-0.1493;0.0
-0.2054;1.7389;-1.4916;-0.1786;1.1462;-1.3353;0.0
0.5433;0.3442;-0.055;0.0287;-0.2522;-0.2032;0.0
-0.1557;1.7149;-1.4407;-0.8467;1.0888;-1.3623;0.0
-0.2727;0.7378;1.4389;-0.0086;0.294;0.1472;0.0
-0.0917;1.2663;-0.1575;0.2666;0.4504;0.1742;0.0
-0.4124;-0.0447;-0.2701;-0.0013;-0.2827;-0.338;0.0
-1.4256;0.2947;-0.8464;-0.1336;-0.2394;0.309;0.0
0.2949;1.4824;0.4495;-0.1097;0.4986;0.1742;0.0
-1.7784;-0.6926;-0.5835;0.0652;-0.8161;0.282;0.0
0.0491;1.3282;0.2972;-0.1097;0.6502;-1.0119;0.0
-0.3677;-0.1933;-0.1038;-0.1639;-0.4526;-0.2571;0.0
-0.4678;-0.1101;-0.3353;-0.1359;-0.4373;-0.0684;0.0
-1.1341;1.4495;-1.5744;0.1079;1.2336;-1.4162;0.0
-0.6679;0.5739;-0.2833;-0.217;-0.3334;1.1985;0.0
-0.9505;0.9067;0.1296;-0.1313;-0.2314;1.2525;0.0
-1.0739;1.0866;-0.1563;-0.0432;-0.1605;0.8481;0.0
0.4569;1.4401;1.7754;0.1136;0.4131;-0.0414;0.0
-0.8151;0.4649;-0.2406;0.0229;-0.4709;1.0098;0.0
-1.2726;1.3157;-2.019;0.0287;1.3326;-1.3893;0.0
-1.5721;-0.7332;-0.1535;-0.0594;-0.9309;0.7403;0.0
-1.9418;1.0989;-2.7046;-0.2135;1.01;-1.3084;0.0
-0.2418;0.1877;-0.2516;-0.1947;-0.061;-0.5806;0.0
0.891;1.1525;0.9483;-0.4323;0.0893;-0.1493;0.0
-0.8105;-0.403;0.3531;0.0594;-0.9157;0.282;0.0
-0.0809;0.0908;-0.2207;-0.1097;-0.2351;-0.3649;0.0
-1.1593;-0.6388;-0.1313;0.0544;-0.9554;0.3899;0.0
-0.019;0.1161;-0.0007;-0.1097;-0.2332;-0.2841;0.0
-0.9069;-0.0638;0.2335;-0.0167;-0.6175;0.2012;0.0
-1.2899;-0.5526;0.0285;-0.0632;-0.9095;0.4438;0.0
0.3511;1.2224;0.1315;-2.6333;0.5658;0.5516;0.0
-1.0955;0.2409;-0.2417;0.0183;-0.3542;0.1742;0.0
-1.057;-0.5561;-0.0134;-0.0313;-0.9578;0.1742;0.0
-0.9674;0.3453;-0.529;0.1136;-0.5014;1.1985;0.0
-1.0531;-0.0476;0.2953;-0.157;-0.7312;0.6864;0.0
-1.0074;0.3795;-0.2358;-0.0036;-0.4685;1.2255;0.0
-1.0747;0.9302;0.0523;0.1513;-0.1538;0.4707;0.0
0.4598;1.1664;0.3307;-0.0505;0.352;0.1203;0.0
0.0365;1.8718;0.1324;-2.6783;1.2678;-1.1197;0.0
-0.6744;0.8261;-0.2912;-0.3185;-0.3279;1.6029;0.0
-0.8634;-0.416;0.2599;0.0986;-0.9132;0.4438;0.0
-0.403;0.0568;-0.2676;-0.2981;-0.2168;-0.2841;0.0
-1.0952;1.0889;0.2133;0.0756;-0.1386;1.0907;0.0
2.009;2.1895;0.1619;-0.0029;0.8915;-1.1736;0.0
0.5681;1.8137;0.5065;0.1798;1.0057;-1.1197;0.0
-0.2155;0.2597;-0.3785;-0.0236;0.0191;-0.4188;0.0
-1.0513;0.6019;0.0877;0.0267;-0.3597;0.7942;0.0
-1.2186;-0.4485;-0.1049;-0.2278;-0.879;0.7942;0.0
0.2287;1.8912;-0.8254;-0.2497;1.0674;-1.4162;0.0
0.4097;1.5538;0.3422;-0.227;0.8609;-0.5536;0.0
-0.9692;-0.3418;0.2214;1.0436;-0.9322;0.3359;0.0
-0.0157;1.5368;-1.3806;-0.0747;1.0674;-1.4432;0.0
-0.3389;0.6145;-0.0106;-0.0648;-0.3646;1.1716;0.0
-0.8148;0.5011;-0.3746;-0.1951;-0.4294;1.0907;0.0
-0.9962;1.2237;0.0352;-0.3085;-0.0952;1.3333;0.0
-1.2039;-0.498;-0.1912;0.0068;-0.8747;0.5785;0.0
0.2967;2.1452;-0.7248;-0.0755;1.9294;-1.4162;0.0
-1.0272;-0.251;0.2276;-0.1097;-0.7971;0.3899;0.0
-0.7849;0.6188;-0.2794;-0.0882;-0.3457;0.8751;0.0
-1.0819;-0.4997;0.047;-0.1832;-0.8955;0.6594;0.0
0.4519;1.8608;0.3439;-0.2312;0.8438;0.6864;0.0
-0.2187;-0.0626;0.1425;-0.2701;-0.455;-0.311;0.0
-1.2352;0.8316;-0.3027;-0.0198;-0.2021;0.6594;0.0
-1.264;-0.4099;-0.1878;-0.295;-0.8436;0.7672;0.0
-1.2424;1.6;-2.1007;-0.1097;1.1077;-1.3623;0.0
-0.926;1.5082;-1.8022;0.0667;1.2079;-1.2814;0.0
-0.5049;0.9967;-0.0404;-0.2797;-0.2968;1.1177;0.0
-0.8195;0.9154;-0.3052;-0.1097;-0.2681;1.2794;0.0
-0.0416;-0.0707;-0.5847;-0.227;-0.0842;-0.4727;0.0
-0.4264;0.0865;-0.3117;-0.1909;-0.1337;-0.1493;0.0
-0.2954;2.6571;-0.947;-1.9532;3.0187;2.6542;0.0
-0.5797;0.0744;-0.4459;0.0102;-0.152;-0.338;0.0
-1.5491;1.0726;-2.1844;-0.1789;1.2513;-1.7397;0.0
-0.1403;1.5686;-0.0881;-0.1609;0.6599;0.0125;0.0
0.224;1.4166;2.5158;-2.0981;0.7241;-0.0684;0.0
-0.3908;0.0561;-0.3299;-0.1616;-0.1789;-0.2301;0.0
-0.6316;0.8625;-0.1423;-0.1324;-0.2772;0.929;0.0
-0.1849;1.2961;0.5026;0.0248;-0.1245;0.5785;0.0
-0.1514;0.9115;1.4274;0.0544;0.2127;0.2551;0.0
-0.9062;-0.4319;0.1784;-0.0624;-0.926;0.3359;0.0
-1.517;1.184;-2.3976;-2.0928;1.1676;-1.3893;0.0
-1.0383;1.0577;-0.1985;-0.1097;-0.0909;0.9559;0.0
-0.1374;0.1344;-0.137;-0.2654;-0.009;-1.0927;0.0
-0.2716;1.4786;-0.2968;-2.5287;1.1749;-1.0388;0.0
-0.1784;2.3006;0.1108;-0.0036;2.0284;0.6325;0.0
-0.7432;0.6347;-0.3563;0.0183;-0.386;1.1716;0.0
-0.8004;0.8049;-0.4434;-0.2635;-0.2791;0.929;0.0
-0.8331;0.9146;-0.0741;-0.2674;-0.3414;0.929;0.0
-1.3439;1.3727;-2.3294;-0.1786;1.3216;-1.4162;0.0
-0.2014;0.1793;-0.2308;-0.0255;-0.2039;-0.2032;0.0
0.0365;1.3895;0.0959;0.1986;0.2433;2.2768;0.0
-1.1859;1.4227;-1.455;0.0352;1.1743;-1.4701;0.0
-0.1824;1.2203;-0.0221;-0.4319;0.8066;-0.5267;0.0
-0.1323;0.2848;-0.017;-0.1097;-0.108;-0.2301;0.0
-1.0027;-0.1697;-0.0527;-0.2747;-0.7086;0.6055;0.0
0.1135;1.4788;-0.2142;0.2332;0.8322;-1.0927;0.0
-0.7309;1.5954;-1.4067;-0.0067;1.0332;-1.3893;0.0
-0.8043;0.4623;-0.4768;-0.2247;-0.4715;1.7107;0.0
-0.9458;1.1019;0.1897;0.0721;-0.1715;0.8212;0.0
-0.8328;-0.01;0.3382;1.352;-0.7373;0.6594;0.0
-1.0797;0.7929;-0.1667;-0.2416;-0.2406;1.0907;0.0
-0.8281;0.4279;0.0976;-0.4669;-0.386;0.0664;0.0
-0.6884;1.0393;-0.0859;0.0487;-0.2045;0.5785;0.0
-0.8497;0.6043;-0.3909;-0.0217;-0.3811;1.3603;0.0
-0.533;0.0423;0.3998;-0.2278;-0.6658;0.282;0.0
-0.2713;0.1446;-0.4288;-0.1097;-0.0817;0.0664;0.0
-1.2114;2.3654;-2.3628;0.0936;2.5721;2.8159;0.0
-0.9361;0.0112;0.1388;0.0098;-0.6664;0.309;0.0
-0.8576;1.1843;0.1765;0.1098;-0.2021;0.929;0.0
-0.3195;0.0559;-0.0777;-0.2954;-0.2846;-0.1493;0.0
-0.9386;-0.2448;0.2613;-0.1097;-0.769;0.3359;0.0
-0.8411;-0.2872;0.1664;-0.0851;-0.8704;0.6864;0.0
-0.6935;-0.0937;-0.4793;-0.0317;-0.2345;0.1203;0.0
-0.8983;-0.2757;0.2649;-0.0867;-0.9175;0.6864;0.0
0.3169;1.4757;0.1633;-0.0405;0.5445;0.5785;0.0
-0.9296;1.0248;0.136;-0.0405;-0.2412;0.7942;0.0
0.1628;1.3464;1.8605;0.457;0.3716;-0.2032;0.0
-1.228;-0.607;-0.0645;-0.1351;-0.9743;0.6055;0.0
0.0505;0.1151;0.2781;-0.2166;-0.3927;-0.1762;0.0
-2.0213;-0.5735;-1.3399;0.0014;-0.5668;0.902;0.0
-0.7669;-0.5084;0.1728;-0.207;-1.0213;0.2012;0.0
-0.0092;1.0886;0.0338;-0.1313;0.4577;0.6594;0.0
-0.8072;0.9237;-0.4619;-0.1305;-0.265;1.3064;0.0
0.2607;1.0041;0.3287;0.0902;-0.3469;1.0368;0.0
-0.6413;0.0444;0.3006;-0.1347;-0.7929;0.282;0.0
-1.2057;1.0583;-0.0822;-0.197;-0.0958;0.7942;0.0
-0.9361;-0.3384;-0.9032;0.061;-0.2699;-0.2841;0.0
-0.0733;2.0056;-1.0335;-0.0021;1.6087;-1.3893;0.0
-0.2079;0.0883;-0.1729;0.0229;-0.2742;-0.1762;0.0
-0.3555;0.0678;-0.2541;2.7068;-0.2473;-0.2571;0.0
0.0048;0.1559;-0.4951;-0.1659;-0.1593;-0.2301;0.0
-0.7806;-0.2126;0.2546;-0.317;-0.8839;0.7672;0.0
0.2291;0.4433;0.4596;-0.0548;-0.0359;-0.4997;0.0
-0.6226;0.028;-0.1718;-0.1363;-0.3108;-0.0954;0.0
-0.6852;1.9301;-0.5543;0.0879;2.0944;2.6542;0.0
-0.651;0.4312;0.1959;0.2132;-0.3035;-0.4188;0.0
-1.0462;-0.4753;-0.0024;-0.0867;-0.8582;0.5516;0.0
-1.1517;-0.4594;-0.1457;1.538;-0.8533;0.6055;0.0
-0.9325;-0.0564;0.2964;-0.0363;-0.7874;0.4438;0.0
-0.9458;0.8137;-0.4409;0.064;-0.2614;0.7942;0.0
-0.8245;0.4991;-0.4687;-0.2385;-0.389;1.0368;0.0
-0.9314;0.8393;0.1548;-0.1766;-0.2271;0.8751;0.0
-0.7057;-0.0794;-0.624;-0.1374;0.002;-0.5806;0.0
-0.5391;0.117;-0.2634;-0.2939;-0.185;-0.2032;0.0
-0.1244;0.0903;-0.1381;-0.1605;-0.3102;-0.0414;0.0
-1.2276;0.8916;-0.3397;-0.2008;-0.2247;0.929;0.0
-0.849;-0.0133;0.1113;-0.1789;-0.6664;0.7672;0.0
-1.1978;1.2718;-2.3077;-2.0232;1.5494;-1.4432;0.0
-0.993;0.7413;0.0602;0.044;-0.3163;1.0368;0.0
0.057;0.2843;-0.0429;-0.0278;-0.1777;-0.2032;0.0
-1.0909;0.5746;-0.4456;-0.3566;-0.3127;0.8212;0.0
-0.6301;-0.1486;-0.8366;-0.1897;-0.1001;-0.2571;0.0
1.017;3.0688;1.2659;-0.0202;0.9752;-0.2571;0.0
0.111;0.1278;-0.3302;-0.1401;-0.1001;-0.8501;0.0
-0.976;0.7303;-0.2973;-0.0624;-0.3958;1.6298;0.0
-1.5206;-0.625;-0.3487;-0.0302;-0.8081;0.0125;0.0
-1.304;0.7577;-0.1342;-0.1097;-0.1514;1.2525;0.0
