Q_val;R_val;S_val;RR_l_0/RR_l_1;signal_std;seq_size;label
0.3875;0.3312;0.0009;-0.1713;-0.4317;-0.1802;0.0
-0.0469;1.7245;-0.907;-1.0013;0.7208;-1.5285;0.0
-0.1196;0.7313;0.9797;-0.2066;0.0377;0.2275;0.0
-0.0071;1.2685;-0.0663;0.0543;0.1721;0.2589;0.0
-0.2064;-0.0641;-0.14;-0.1997;-0.458;-0.3369;0.0
-0.8361;0.2809;-0.5176;-0.3251;-0.4207;0.4156;0.0
0.2331;1.4881;0.3314;-0.3025;0.2136;0.2589;0.0
-1.0554;-0.7226;-0.3454;-0.1367;-0.9163;0.3843;0.0
0.0804;1.3314;0.2317;-0.3025;0.3438;-1.1209;0.0
-0.1787;-0.2151;-0.0311;-0.3539;-0.6039;-0.2429;0.0
-0.2409;-0.1306;-0.1827;-0.3273;-0.5908;-0.0234;0.0
-0.6549;1.4547;-0.9946;-0.0962;0.8452;-1.5913;0.0
-0.3652;0.5647;-0.1487;-0.4042;-0.5015;1.4505;0.0
-0.5408;0.903;0.1218;-0.3229;-0.4138;1.5132;0.0
-0.6176;1.0858;-0.0655;-0.2395;-0.3529;1.0428;0.0
-0.4567;0.4539;-0.1207;-0.1768;-0.6197;1.231;0.0
-0.9272;-0.7638;-0.0637;-0.2548;-1.015;0.9174;0.0
-0.1004;0.1721;-0.1279;-0.3831;-0.2674;-0.6192;0.0
0.6036;1.1529;0.6582;-0.6083;-0.1382;-0.1174;0.0
-0.4538;-0.4282;0.2683;-0.1421;-1.0019;0.3843;0.0
-0.0004;0.0737;-0.1077;-0.3025;-0.417;-0.3683;0.0
-0.6706;-0.6679;-0.0491;-0.1469;-1.036;0.5097;0.0
0.0381;0.0994;0.0364;-0.3025;-0.4154;-0.2742;0.0
-0.5138;-0.0834;0.1899;-0.2143;-0.7457;0.2902;0.0
-0.7518;-0.5803;0.0556;-0.2584;-0.9967;0.5724;0.0
-0.631;0.2263;-0.1215;-0.1811;-0.5194;0.2589;0.0
-0.6071;-0.5838;0.0281;-0.2282;-1.0381;0.2589;0.0
-0.5514;0.3324;-0.3097;-0.0907;-0.6459;1.4505;0.0
-0.6046;-0.0671;0.2304;-0.3473;-0.8433;0.8547;0.0
-0.5762;0.3672;-0.1176;-0.2019;-0.6176;1.4818;0.0
-0.618;0.9269;0.0712;-0.055;-0.3472;0.6038;0.0
0.3356;1.1669;0.2536;-0.2464;0.0876;0.1961;0.0
-0.3693;0.8211;-0.1538;-0.5004;-0.4968;1.9208;0.0
-0.4867;-0.4414;0.2072;-0.1049;-0.9998;0.5724;0.0
-0.2006;0.0391;-0.1384;-0.4811;-0.4012;-0.2742;0.0
-0.6308;1.0882;0.1766;-0.1268;-0.334;1.325;0.0
1.2984;2.2068;0.143;-0.2012;0.5512;-1.309;0.0
0.4029;1.8249;0.3687;-0.028;0.6494;-1.2463;0.0
-0.0841;0.2453;-0.2111;-0.2209;-0.1986;-0.431;0.0
-0.6035;0.5931;0.0944;-0.1731;-0.5241;0.9801;0.0
-0.7075;-0.4745;-0.0318;-0.4144;-0.9704;0.9801;0.0
0.192;1.9036;-0.5038;-0.4352;0.7024;-1.5913;0.0
0.3045;1.5607;0.2611;-0.4137;0.525;-0.5878;0.0
0.0401;1.5434;-0.8676;-0.2693;0.7024;-1.6226;0.0
-0.1608;0.606;0.03;-0.2599;-0.5283;1.4191;0.0
-0.4565;0.4907;-0.2085;-0.3834;-0.584;1.325;0.0
-0.5693;1.2252;0.06;-0.491;-0.2968;1.6072;0.0
-0.6983;-0.5248;-0.0883;-0.1921;-0.9667;0.7292;0.0
0.2343;2.1618;-0.438;-0.2701;1.4433;-1.5913;0.0
-0.5885;-0.2738;0.186;-0.3025;-0.9001;0.5097;0.0
-0.4379;0.6103;-0.1461;-0.2821;-0.512;1.0742;0.0
-0.6225;-0.5265;0.0677;-0.3721;-0.9846;0.8233;0.0
0.3307;1.8727;0.2622;-0.4177;0.5103;0.8547;0.0
-0.0861;-0.0823;0.1303;-0.4545;-0.606;-0.3056;0.0
-0.7178;0.8266;-0.1614;-0.2172;-0.3886;0.8233;0.0
-0.7357;-0.4353;-0.0861;-0.4782;-0.94;0.9487;0.0
-0.5256;1.5144;-1.1438;-0.1352;0.8232;-1.4345;0.0
-0.2639;0.9944;0.0105;-0.4636;-0.47;1.3564;0.0
-0.4594;0.9118;-0.163;-0.3025;-0.4454;1.5445;0.0
0.024;-0.0905;-0.3461;-0.4137;-0.2873;-0.4937;0.0
-0.2151;0.0693;-0.1673;-0.3794;-0.3298;-0.1174;0.0
-0.3104;0.057;-0.2552;-0.1888;-0.3456;-0.3369;0.0
-0.0373;1.5757;-0.0208;-0.351;0.3522;0.0707;0.0
-0.193;0.0384;-0.1792;-0.3517;-0.3687;-0.2115;0.0
-0.3427;0.858;-0.0563;-0.324;-0.4532;1.1369;0.0
-0.065;1.2988;0.3662;-0.1749;-0.322;0.7292;0.0
-0.0442;0.9078;0.9721;-0.1469;-0.0321;0.3529;0.0
-0.5133;-0.4577;0.1538;-0.2577;-1.0108;0.447;0.0
-0.5954;1.0564;-0.0931;-0.3025;-0.2931;1.1682;0.0
-0.0355;0.118;-0.0528;-0.4501;-0.2227;-1.215;0.0
-0.061;2.3198;0.1095;-0.2019;1.5283;0.7919;0.0
-0.412;0.6265;-0.1965;-0.1811;-0.5467;1.4191;0.0
-0.4476;0.7995;-0.2536;-0.4483;-0.4548;1.1369;0.0
-0.4679;0.911;-0.0116;-0.452;-0.5084;1.1369;0.0
-0.0753;0.1636;-0.1143;-0.2227;-0.3902;-0.1802;0.0
0.0725;1.3937;0.0997;-0.0102;-0.0059;2.7048;0.0
-0.6871;1.4275;-0.9164;-0.1651;0.7943;-1.654;0.0
-0.0635;1.2217;0.0224;-0.608;0.4782;-0.5565;0.0
-0.0324;0.2709;0.0258;-0.3025;-0.3078;-0.2115;0.0
-0.5733;-0.1911;0.0024;-0.4589;-0.8239;0.7606;0.0
0.1204;1.4844;-0.1034;0.0226;0.5003;-1.215;0.0
-0.4044;1.6029;-0.8847;-0.2048;0.673;-1.5599;0.0
-0.45;0.4512;-0.2755;-0.4115;-0.6202;2.0463;0.0
-0.5379;1.1014;0.1612;-0.1301;-0.3624;1.0114;0.0
-0.6212;0.7873;-0.0723;-0.4275;-0.4217;1.325;0.0
-0.4648;0.4163;0.1008;-0.6411;-0.5467;0.1334;0.0
-0.378;1.0377;-0.0193;-0.1523;-0.3907;0.7292;0.0
-0.4782;0.5956;-0.2192;-0.219;-0.5425;1.6386;0.0
-0.2814;0.0244;0.2988;-0.4144;-0.7872;0.3843;0.0
-0.1187;0.1283;-0.244;-0.3025;-0.2852;0.1334;0.0
-0.5319;-0.0072;0.1279;-0.1891;-0.7877;0.4156;0.0
-0.4831;1.1851;0.1525;-0.0944;-0.3886;1.1369;0.0
-0.1487;0.0382;-0.014;-0.4786;-0.4595;-0.1174;0.0
-0.5335;-0.2675;0.2081;-0.3025;-0.8759;0.447;0.0
-0.4728;-0.3106;0.1459;-0.2792;-0.9631;0.8547;0.0
-0.3811;-0.1139;-0.2771;-0.2285;-0.4165;0.1961;0.0
-0.5084;-0.2989;0.2105;-0.2806;-1.0035;0.8547;0.0
0.2468;1.4813;0.1439;-0.2369;0.253;0.7292;0.0
-0.5279;1.023;0.126;-0.2369;-0.4222;0.9801;0.0
-0.7133;-0.6357;-0.0053;-0.3266;-1.0523;0.7606;0.0
0.0813;0.0984;0.2191;-0.4038;-0.5525;-0.1488;0.0
-1.2064;-0.6016;-0.8409;-0.1972;-0.7021;1.1055;0.0
-0.4268;-0.5354;0.1501;-0.3947;-1.0927;0.2902;0.0
0.0441;1.0878;0.0591;-0.3229;0.1784;0.8233;0.0
-0.4518;0.9202;-0.2657;-0.3222;-0.4427;1.5759;0.0
0.2119;1.0019;0.2523;-0.113;-0.5131;1.2623;0.0
-0.3487;0.0265;0.2339;-0.3262;-0.8964;0.3843;0.0
-0.6995;1.0571;-0.0169;-0.3853;-0.2973;0.9801;0.0
-0.5319;-0.3626;-0.5548;-0.1407;-0.4469;-0.2742;0.0
0.0043;2.0199;-0.6402;-0.2004;1.1676;-1.5599;0.0
-0.0794;0.0712;-0.0764;-0.1768;-0.4506;-0.1488;0.0
0.0528;0.1399;-0.2874;-0.3557;-0.3519;-0.2115;0.0
-0.4353;-0.2347;0.2037;-0.499;-0.9746;0.9487;0.0
0.1922;0.432;0.338;-0.2504;-0.2458;-0.5251;0.0
-0.3371;0.0098;-0.0756;-0.3277;-0.4821;-0.0547;0.0
-0.376;1.9432;-0.3263;-0.1152;1.5851;3.1438;0.0
-0.3547;0.4196;0.1652;0.0037;-0.4758;-0.431;0.0
-0.6004;-0.5018;0.0353;-0.2806;-0.9526;0.6979;0.0
-0.5297;-0.0759;0.2311;-0.2329;-0.8917;0.5724;0.0
-0.5379;0.8084;-0.2519;-0.1378;-0.4396;0.9801;0.0
-0.4626;0.4887;-0.2701;-0.4246;-0.5493;1.2623;0.0
-0.529;0.8345;0.1384;-0.3659;-0.4102;1.0742;0.0
-0.3887;-0.0993;-0.3719;-0.3288;-0.2133;-0.6192;0.0
-0.2852;0.1002;-0.1356;-0.4771;-0.3739;-0.1802;0.0
-0.0275;0.0732;-0.0536;-0.3506;-0.4816;0.008;0.0
-0.7131;0.8876;-0.1857;-0.3889;-0.4081;1.1369;0.0
-0.4778;-0.0321;0.1098;-0.3681;-0.7877;0.9487;0.0
-0.5672;0.7348;0.0764;-0.1567;-0.4868;1.2623;0.0
0.0853;0.2704;0.0088;-0.2249;-0.3676;-0.1802;0.0
-0.6281;0.5654;-0.2551;-0.5365;-0.4837;1.0114;0.0
-0.3418;-0.1697;-0.5112;-0.3783;-0.301;-0.2429;0.0
0.6819;3.1006;0.8663;-0.2176;0.6231;-0.2429;0.0
0.1188;0.1113;-0.1794;-0.3313;-0.301;-0.9327;0.0
-0.5567;0.7237;-0.1579;-0.2577;-0.5551;1.9522;0.0
-0.8952;-0.6539;-0.1916;-0.2271;-0.9095;0.0707;0.0
-0.7605;0.7516;-0.051;-0.3025;-0.3451;1.5132;0.0
-0.5514;0.9164;0.0631;-0.2795;-0.3802;0.6352;0.0
-0.4894;0.2368;-0.2539;-0.3455;-0.6449;1.67;0.0
-0.465;1.0745;-0.0223;-0.386;-0.4191;1.5759;0.0
-0.5746;0.8353;-0.0475;-0.429;-0.4385;1.0742;0.0
-0.1693;0.0182;-0.1826;-0.3521;-0.2679;-0.9955;0.0
-0.5892;-0.2887;-0.4797;-0.4017;-0.3146;-0.8387;0.0
-0.8706;0.9947;-0.1945;-0.2624;-0.3608;0.8547;0.0
-0.5856;0.4699;-0.134;-0.445;-0.5378;1.6386;0.0
-0.3534;1.7223;-0.8065;-0.3681;0.8725;-1.4972;0.0
-0.4556;0.6083;-0.0626;-0.1378;-0.5257;1.2623;0.0
-0.5379;0.9486;0.0154;-0.6029;-0.3671;1.4191;0.0
-0.4006;0.8066;-0.0013;-0.2621;-0.5535;1.1055;0.0
-0.3856;-0.3841;0.1742;-0.4447;-1.0219;0.6979;0.0
0.0363;0.1878;0.0561;-0.3754;-0.3823;-0.0547;0.0
0.2535;0.8411;0.2727;-0.3973;-0.228;0.4784;0.0
-1.2238;0.0483;-0.9164;-0.487;-0.5729;1.6072;0.0
-0.006;0.1397;-0.019;-0.2777;-0.428;-0.2115;0.0
-0.0281;-0.122;-0.0475;-0.3751;-0.501;0.0707;0.0
-0.3617;1.3486;-1.0417;-0.4002;0.7576;-1.9048;0.0
-0.3867;0.7721;-0.1358;-0.3025;-0.48;1.2623;0.0
-0.0908;0.0792;-0.0348;-0.3794;-0.3839;-0.3369;0.0
-0.1811;0.9578;0.8847;-0.3025;0.0356;0.5097;0.0
-0.8527;0.7226;-0.3108;-0.3433;-0.4354;1.1682;0.0
-0.6491;0.2124;-0.1242;-0.1494;-0.5367;-0.9014;0.0
-0.2142;0.011;-0.1259;-0.3273;-0.4706;-0.1802;0.0
-0.6279;-0.2066;0.108;-0.1345;-0.9232;0.3216;0.0
-0.1688;1.2087;-0.6076;-0.3699;0.5397;-1.654;0.0
0.2548;-0.5792;0.5228;-0.4151;-1.0392;-0.3056;0.0
-0.2769;0.9702;0.1029;-0.3025;-0.3913;1.2623;0.0
-0.7207;-0.0763;-0.026;-0.5569;-0.7614;1.0742;0.0
0.664;2.2187;0.0703;-0.0029;0.7198;-1.4345;0.0
-0.4447;0.357;-0.3347;-0.2234;-0.5824;1.4818;0.0
-0.174;0.7161;0.4488;-0.2052;-0.4989;1.9522;0.0
-0.635;1.0405;-0.157;-0.1534;-0.386;1.0428;0.0
-0.4961;1.208;0.0274;-0.1768;-0.3188;1.1055;0.0
-0.718;0.7507;-0.0755;-0.5004;-0.3692;1.6072;0.0
-0.79;1.0048;-0.161;-0.3025;-0.3209;1.1369;0.0
0.1137;1.5695;0.0368;-0.3025;0.3323;1.0428;0.0
-0.1489;0.0765;-0.1649;-0.3291;-0.2621;-0.5565;0.0
-0.2406;0.848;0.0532;-0.0612;-0.5299;1.1996;0.0
0.0271;0.1026;-0.2341;-0.1633;-0.3461;-0.4624;0.0
-0.5771;-0.2763;-0.0269;-0.3659;-0.8738;0.2589;0.0
-0.6762;0.8064;-0.0915;-0.2409;-0.4291;1.764;0.0
-0.2093;-0.1144;-0.46;-0.3802;-0.0279;-0.2429;0.0
-0.5377;0.5792;-0.1441;-0.4268;-0.5126;1.8895;0.0
-0.61;-0.3253;-0.1597;-0.3678;-0.8633;0.6352;0.0
-0.3232;-0.1612;-0.2519;-0.4075;-0.2931;-0.3369;0.0
