Q_val;R_val;S_val;RR_l_0/RR_l_1;signal_std;seq_size;label
0.6565;0.5077;0.5807;0.4309;0.2158;0.3176;0.0
0.3627;0.4552;0.3928;0.4416;0.1785;0.4745;0.0
0.442;0.9338;0.3862;0.401;0.7083;0.5176;0.0
0.4056;0.6864;0.2007;0.4396;0.443;0.1804;0.0
0.4588;0.3662;0.4374;0.4548;0.1639;0.3294;0.0
0.5206;0.4196;0.4899;0.4499;0.2143;0.4078;0.0
0.3212;0.3938;0.4912;0.4547;0.2316;0.3451;0.0
0.3615;0.4018;0.3995;0.5034;0.1542;0.4902;0.0
0.5679;0.6169;0.5243;0.4205;0.3139;0.4824;0.0
0.3861;0.2856;0.4991;0.4331;0.074;0.4157;0.0
0.3532;0.3199;0.4714;0.4155;0.0948;0.4745;0.0
0.4066;0.3063;0.5346;0.4494;0.0635;0.4667;0.0
0.4369;0.5993;0.4225;0.1455;0.3599;0.3647;0.0
0.4027;0.4962;0.4673;0.4691;0.1715;0.5333;0.0
0.3668;0.272;0.4566;0.4501;0.0752;0.3725;0.0
0.3811;0.3634;0.4703;0.4455;0.1198;0.4353;0.0
0.3633;0.5903;0.5073;0.4304;0.2071;0.5569;0.0
0.3355;0.5135;0.3941;0.4343;0.2017;0.5255;0.0
0.4567;0.5327;0.458;0.4455;0.1791;0.5098;0.0
0.4128;0.8421;0.3783;0.4885;0.6236;0.7843;0.0
0.464;0.369;0.4508;0.4501;0.2104;0.2039;0.0
0.4309;0.5102;0.4823;0.423;0.1856;0.5569;0.0
0.5914;0.622;0.5718;0.4165;0.2772;0.4667;0.0
0.3084;0.248;0.4583;0.4494;0.0817;0.4667;0.0
0.5873;0.6194;0.5406;0.4455;0.3109;0.4588;0.0
0.485;0.7031;0.2647;0.4964;0.4855;0.2118;0.0
0.5117;0.3931;0.4383;0.4652;0.2199;0.3255;0.0
0.3582;0.3011;0.4974;0.4116;0.0793;0.4314;0.0
0.5027;0.6309;0.4793;0.1444;0.3353;0.502;0.0
0.4333;0.5737;0.545;0.4127;0.1866;0.549;0.0
0.4057;0.6823;0.1506;0.4514;0.4836;0.1804;0.0
0.6961;0.5795;0.7206;0.4707;0.1676;0.3176;0.0
0.4314;0.353;0.396;0.4503;0.2218;0.2667;0.0
0.4111;0.6034;0.5285;0.4455;0.2138;0.4706;0.0
0.4297;0.3523;0.55;0.4379;0.0871;0.4902;0.0
0.4191;0.5879;0.4819;0.473;0.1974;0.5333;0.0
0.3983;0.3395;0.5019;0.4455;0.1003;0.4118;0.0
0.4836;0.361;0.4723;0.478;0.146;0.3647;0.0
0.5085;0.8592;0.274;0.4167;0.6621;0.8;0.0
0.4694;0.3827;0.465;0.4411;0.1782;0.3843;0.0
0.5061;0.4033;0.4791;0.4455;0.1861;0.3765;0.0
0.4801;0.5114;0.6525;0.4373;0.2641;0.4196;0.0
0.4559;0.378;0.4271;0.6175;0.1958;0.3882;0.0
0.3943;0.3128;0.4916;0.533;0.0809;0.4941;0.0
0.3855;0.3434;0.4987;0.3923;0.0941;0.4784;0.0
0.4483;0.611;0.495;0.42;0.2075;0.5529;0.0
0.4132;0.5472;0.5189;0.3973;0.1826;0.549;0.0
0.4223;0.5561;0.5148;0.4696;0.1878;0.5843;0.0
0.4195;0.5571;0.5065;0.4416;0.1956;0.4784;0.0
0.4764;0.391;0.4445;0.4277;0.2024;0.349;0.0
0.376;0.2933;0.4578;0.4101;0.0847;0.5176;0.0
0.3958;0.291;0.5003;0.4968;0.0986;0.3843;0.0
0.4046;0.309;0.4856;0.4827;0.0779;0.4431;0.0
0.4041;0.5871;0.4968;0.4207;0.2156;0.4902;0.0
0.4452;0.9819;0.2564;0.4662;0.7187;0.7961;0.0
0.4127;0.3497;0.5476;0.4374;0.0875;0.4627;0.0
0.5736;0.706;0.5192;0.4259;0.3283;0.5843;0.0
0.3999;0.3847;0.5306;0.4111;0.1004;0.4941;0.0
0.4679;0.7731;0.3056;0.4573;0.4616;0.1804;0.0
0.2875;0.1476;0.4167;0.4497;0.0474;0.3961;0.0
0.5509;0.6037;0.6899;0.476;0.2533;0.4745;0.0
0.3587;0.7625;0.3513;0.1839;0.5869;0.4667;0.0
0.3295;0.25;0.4239;0.4148;0.0912;0.3843;0.0
0.5715;0.6639;0.5161;0.413;0.3597;0.4863;0.0
0.5703;0.7412;0.4196;0.5643;0.4334;0.1882;0.0
0.3955;0.2588;0.4754;0.4416;0.0631;0.4824;0.0
0.428;0.5726;0.5046;0.453;0.1815;0.502;0.0
0.4803;0.8111;0.213;0.4514;0.6742;0.7882;0.0
0.512;0.9328;0.4308;0.4692;0.8517;0.8;0.0
0.5001;0.4154;0.4703;0.4184;0.2056;0.3686;0.0
0.4072;0.2737;0.4976;0.4416;0.066;0.4941;0.0
0.3938;0.5616;0.4634;0.4339;0.1869;0.549;0.0
0.4885;0.4063;0.4643;0.4364;0.195;0.3529;0.0
0.5565;0.7004;0.7539;0.6016;0.3313;0.4471;0.0
0.5359;0.4121;0.507;0.4684;0.1988;0.3333;0.0
0.5356;0.4166;0.4862;0.4197;0.2052;0.3765;0.0
0.4821;0.3775;0.4333;0.4455;0.2292;0.3216;0.0
0.3994;0.3517;0.5022;0.4325;0.1251;0.4314;0.0
0.3868;0.3503;0.504;0.4038;0.1052;0.502;0.0
0.5547;0.5968;0.5406;0.4543;0.3123;0.2745;0.0
0.3962;0.2841;0.5228;0.4701;0.0802;0.4196;0.0
0.4526;0.5941;0.7153;0.3908;0.2995;0.5882;0.0
0.4774;0.4012;0.4541;0.4228;0.1956;0.3686;0.0
0.5043;0.4032;0.4966;0.6868;0.1771;0.3686;0.0
0.3883;0.5743;0.5009;0.4492;0.1989;0.5412;0.0
0.5045;0.3765;0.4762;0.4192;0.1731;0.3804;0.0
0.3755;0.2801;0.459;0.4321;0.0898;0.3843;0.0
0.4755;0.6262;0.5524;0.4565;0.1968;0.5529;0.0
0.4968;0.3937;0.4497;0.4594;0.2083;0.3529;0.0
0.4262;0.3535;0.5273;0.4495;0.0902;0.3882;0.0
0.5114;0.5865;0.4863;0.8027;0.3123;0.4314;0.0
0.4346;0.3024;0.5153;0.4416;0.0772;0.4706;0.0
0.4175;0.4541;0.4572;0.4417;0.1549;0.5451;0.0
0.3855;0.3981;0.5221;0.4536;0.1252;0.4431;0.0
0.445;0.3557;0.3503;0.4312;0.2261;0.2863;0.0
0.5438;0.7603;0.5057;0.4282;0.3796;0.4627;0.0
0.5285;0.6318;0.4823;0.1034;0.3579;0.3569;0.0
0.4215;0.7505;0.2678;0.4118;0.4579;0.1725;0.0
0.3751;0.323;0.5104;0.1848;0.0976;0.4745;0.0
0.7593;0.7059;0.7016;0.4415;0.2504;0.4196;0.0
0.4081;0.3027;0.5395;0.4455;0.0689;0.4627;0.0
0.4943;0.3792;0.4761;0.6662;0.1907;0.3765;0.0
0.3905;0.4894;0.4575;0.4594;0.1661;0.4941;0.0
0.3779;0.2809;0.5003;0.4919;0.0731;0.4353;0.0
0.4218;0.6738;0.2086;0.4397;0.4415;0.1843;0.0
0.5101;0.3762;0.4685;0.4455;0.1818;0.3882;0.0
0.4026;0.5338;0.5066;0.4383;0.191;0.5255;0.0
0.4243;0.3447;0.572;0.4337;0.0825;0.4824;0.0
0.456;0.3664;0.4295;0.4412;0.1948;0.4039;0.0
0.4306;0.5436;0.513;0.4194;0.1791;0.5412;0.0
0.4699;0.3663;0.4492;0.4682;0.1667;0.349;0.0
0.3979;0.5705;0.4575;0.4343;0.2104;0.4745;0.0
0.4159;0.3739;0.539;0.479;0.0944;0.4196;0.0
0.5115;0.4171;0.484;0.4065;0.2041;0.3765;0.0
0.5106;0.4104;0.5269;0.1102;0.1858;0.3725;0.0
0.357;0.5939;0.472;0.4417;0.2077;0.5373;0.0
0.411;0.279;0.512;0.4781;0.0692;0.4431;0.0
0.437;0.6983;0.2142;0.481;0.4292;0.1804;0.0
0.4075;0.6107;0.5146;0.4125;0.2093;0.5176;0.0
0.3809;0.3226;0.4933;0.4267;0.0877;0.502;0.0
0.4225;0.5986;0.4099;0.5034;0.3579;0.2588;0.0
0.508;0.6458;0.482;0.4288;0.3364;0.4;0.0
0.3667;0.296;0.4986;0.6551;0.0831;0.4549;0.0
0.5631;0.5917;0.5197;0.656;0.3311;0.349;0.0
0.4853;0.3771;0.4552;0.4775;0.1776;0.3569;0.0
0.4944;0.3862;0.4995;0.4367;0.165;0.3608;0.0
0.3974;0.4802;0.4287;0.4381;0.1729;0.5176;0.0
0.3792;0.5123;0.4176;0.4703;0.1728;0.5373;0.0
0.4218;0.5764;0.5209;0.4346;0.1806;0.5294;0.0
0.4854;0.4947;0.448;0.3433;0.3181;0.4667;0.0
0.3905;0.5302;0.4551;0.4025;0.1921;0.5451;0.0
0.4489;0.3473;0.4227;0.4507;0.2214;0.2627;0.0
0.4586;0.7133;0.2728;0.4396;0.4436;0.1804;0.0
0.3928;0.5007;0.4161;0.4314;0.1903;0.5608;0.0
0.3948;0.3152;0.5337;0.47;0.0801;0.4941;0.0
0.5263;0.4938;0.4521;0.4524;0.1376;0.5137;0.0
0.358;0.2317;0.4686;0.4455;0.0662;0.4863;0.0
0.3882;0.7013;0.2778;0.428;0.4404;0.1647;0.0
0.513;0.6059;0.4653;0.4136;0.274;0.5255;0.0
0.5031;0.4118;0.4685;0.0653;0.2076;0.3608;0.0
0.5344;0.606;0.7502;0.4684;0.2917;0.3569;0.0
0.4024;0.6534;0.1797;0.4455;0.4309;0.1804;0.0
0.4576;0.425;0.486;0.4241;0.2097;0.3843;0.0
0.3652;0.5429;0.4834;0.4788;0.1944;0.5059;0.0
0.4332;0.6517;0.1884;0.4692;0.4608;0.1843;0.0
0.5752;0.6773;0.5209;0.0204;0.3298;0.4549;0.0
0.5873;0.434;0.5394;0.778;0.2669;0.3333;0.0
0.4605;0.7049;0.2637;0.4455;0.5221;0.2235;0.0
0.4493;0.5183;0.4801;0.4188;0.3727;0.2275;0.0
0.4092;0.2493;0.5034;0.4649;0.0588;0.4549;0.0
0.4508;0.4536;0.4687;0.4601;0.1529;0.4902;0.0
0.4864;0.5644;0.4799;0.4852;0.2901;0.349;0.0
0.5141;0.4091;0.4856;0.441;0.1934;0.3451;0.0
0.4813;0.6482;0.4569;0.4754;0.3479;0.3647;0.0
0.5588;0.9516;0.5015;0.135;0.7101;0.4902;0.0
0.4735;0.3858;0.4022;0.473;0.2299;0.251;0.0
0.4717;0.4081;0.4324;0.4811;0.2173;0.3137;0.0
0.4071;0.3;0.4973;0.4414;0.0749;0.5137;0.0
0.4032;0.446;0.4109;0.4381;0.1647;0.4627;0.0
0.4077;0.4441;0.47;0.455;0.1577;0.3765;0.0
0.4679;0.3961;0.4331;0.4324;0.2075;0.3922;0.0
0.3658;0.5532;0.4209;0.4417;0.1975;0.549;0.0
0.3881;0.5661;0.4748;0.4528;0.2004;0.502;0.0
0.4791;0.5743;0.4666;0.9177;0.3167;0.4078;0.0
0.5704;0.6165;0.8734;0.0439;0.3072;0.5098;0.0
0.8613;0.7765;0.8501;0.4724;0.1852;0.3098;0.0
0.2474;0.3464;0.2329;0.4594;0.1489;0.5137;0.0
0.5972;0.6239;0.5712;0.5944;0.278;0.451;0.0
0.5562;0.6814;0.5156;0.4692;0.3425;0.5059;0.0
0.506;0.4136;0.474;0.4541;0.196;0.3882;0.0
0.4177;0.4897;0.4443;0.4607;0.1666;0.5608;0.0
0.4764;0.4003;0.4163;0.4604;0.2332;0.2902;0.0
0.5009;0.4271;0.474;0.4202;0.2028;0.3686;0.0
0.4291;0.9283;0.3271;0.4455;0.7946;0.7961;0.0
0.477;0.3832;0.4438;0.4548;0.1914;0.3569;0.0
0.4965;0.3582;0.4857;0.4409;0.1474;0.3294;0.0
0.3731;0.6638;0.2396;0.4396;0.4153;0.1843;0.0
0.4044;0.643;0.5066;0.4416;0.2311;0.5098;0.0
0.4611;0.371;0.4272;0.4768;0.2011;0.3882;0.0
0.4689;0.3795;0.5069;0.4808;0.182;0.3608;0.0
0.4382;0.4725;0.4799;0.3989;0.1609;0.6118;0.0
0.398;0.2746;0.4823;0.4496;0.0673;0.4235;0.0
0.4764;0.8731;0.4888;0.4342;0.5764;0.4941;0.0
0.5463;0.698;0.5137;0.457;0.3273;0.4235;0.0
0.4699;0.3282;0.4604;0.4278;0.2093;0.3608;0.0
0.4981;0.7294;0.2638;0.4339;0.4433;0.1882;0.0
0.5972;0.4457;0.4823;0.4687;0.1911;0.3529;0.0
0.5046;0.7246;0.2716;0.3218;0.4329;0.1843;0.0
0.4892;0.5258;0.7095;0.4625;0.2896;0.4039;0.0
0.5131;0.6333;0.4667;0.5086;0.3178;0.4078;0.0
0.4707;0.3666;0.4496;0.4637;0.1856;0.3333;0.0
0.3366;0.4356;0.3619;0.4415;0.1934;0.4275;0.0
0.5643;0.6772;0.559;0.4455;0.3265;0.4078;0.0
0.2899;0.2348;0.4019;0.4748;0.0894;0.4235;0.0
0.5318;0.6459;0.5359;0.4455;0.3538;0.2353;0.0
0.4766;0.3363;0.4749;0.4364;0.1549;0.3451;0.0
0.4633;0.3533;0.4397;0.4411;0.1577;0.3725;0.0
0.3752;0.6706;0.2512;0.482;0.4591;0.1765;0.0
0.4369;0.4924;0.4476;0.4275;0.1764;0.5569;0.0
0.3995;0.5601;0.5104;0.4419;0.1948;0.5647;0.0
0.3831;0.5967;0.4669;0.4567;0.2076;0.5059;0.0
0.5857;0.6687;0.7606;0.483;0.3111;0.3765;0.0
0.4174;0.4702;0.4541;0.4677;0.1516;0.5294;0.0
0.3568;0.6433;0.1836;0.4687;0.4769;0.1804;0.0
0.3172;0.2265;0.4673;0.4539;0.0687;0.4902;0.0
0.2683;0.5992;0.0794;0.4281;0.4187;0.1922;0.0
0.4933;0.4138;0.4524;0.4312;0.2256;0.298;0.0
0.6432;0.6101;0.6349;0.3914;0.2527;0.3608;0.0
0.418;0.2937;0.5444;0.4739;0.0714;0.4235;0.0
0.5146;0.3941;0.4571;0.4455;0.1942;0.3294;0.0
0.3718;0.2457;0.4707;0.473;0.0642;0.4392;0.0
0.5227;0.3993;0.4905;0.4455;0.1945;0.3412;0.0
0.4052;0.3627;0.5262;0.4611;0.1252;0.4118;0.0
0.3545;0.2632;0.495;0.4533;0.0725;0.4471;0.0
0.5717;0.6244;0.5107;0.0221;0.3386;0.4627;0.0
0.3803;0.4247;0.4539;0.467;0.1727;0.4078;0.0
0.3854;0.2625;0.4886;0.4587;0.0638;0.4078;0.0
0.3972;0.4459;0.4102;0.483;0.1461;0.5569;0.0
0.3859;0.366;0.5356;0.4376;0.1047;0.4824;0.0
0.3919;0.4529;0.4548;0.4633;0.1521;0.5608;0.0
0.383;0.5649;0.4986;0.4893;0.2088;0.451;0.0
0.5861;0.613;0.5409;0.4554;0.3001;0.4;0.0
0.5301;0.7565;0.5108;0.0145;0.4652;0.2196;0.0
0.436;0.5437;0.4464;0.4105;0.1774;0.6157;0.0
0.411;0.291;0.5302;0.4805;0.0718;0.4471;0.0
0.4719;0.3872;0.45;0.4139;0.1975;0.3412;0.0
0.3803;0.5972;0.5231;0.4766;0.2116;0.5412;0.0
0.7911;0.8211;0.5153;0.4634;0.3974;0.2118;0.0
0.6004;0.7447;0.5677;0.4941;0.418;0.2196;0.0
0.4967;0.4285;0.4331;0.4599;0.24;0.3216;0.0
0.3861;0.4981;0.504;0.4684;0.1717;0.498;0.0
0.364;0.2844;0.4747;0.4257;0.078;0.498;0.0
0.5555;0.7604;0.3651;0.422;0.4291;0.1765;0.0
0.5795;0.6918;0.5427;0.4258;0.3918;0.302;0.0
0.397;0.3061;0.5243;0.639;0.0684;0.4314;0.0
0.5232;0.6883;0.2807;0.4514;0.4291;0.1725;0.0
0.4804;0.5007;0.489;0.453;0.1708;0.5529;0.0
0.4174;0.4776;0.4337;0.4312;0.1591;0.5412;0.0
0.3934;0.6246;0.496;0.4121;0.2194;0.5765;0.0
0.3659;0.2743;0.4616;0.465;0.0788;0.4667;0.0
0.5645;0.8121;0.3804;0.4512;0.5846;0.1765;0.0
0.3893;0.3246;0.5253;0.4455;0.0928;0.4392;0.0
0.4214;0.5016;0.4482;0.4491;0.1742;0.5098;0.0
0.3821;0.274;0.4978;0.4332;0.075;0.4784;0.0
0.5851;0.7542;0.5429;0.4251;0.3888;0.4824;0.0
0.4963;0.3629;0.5123;0.4186;0.1545;0.3373;0.0
0.3618;0.5448;0.4446;0.4606;0.2001;0.4784;0.0
0.358;0.2923;0.4621;0.4144;0.0844;0.4941;0.0
0.3608;0.7012;0.1712;0.4455;0.4364;0.1843;0.0
0.4027;0.6825;0.2166;0.4751;0.4544;0.1961;0.0
0.4584;0.5784;0.4845;0.417;0.183;0.5451;0.0
0.4168;0.5619;0.4442;0.4455;0.1882;0.5686;0.0
0.5197;0.3613;0.4017;0.4258;0.2214;0.3137;0.0
0.4688;0.3933;0.4433;0.4319;0.2125;0.3608;0.0
0.4862;0.9162;0.3466;0.1362;0.781;0.7686;0.0
0.4485;0.3908;0.4228;0.4656;0.2091;0.3333;0.0
0.3202;0.5939;0.1585;0.4339;0.4623;0.1294;0.0
0.5067;0.6948;0.4773;0.4369;0.3556;0.3843;0.0
0.5549;0.6639;0.8732;0.1119;0.3672;0.3725;0.0
0.4735;0.3871;0.4405;0.4368;0.2043;0.349;0.0
0.4417;0.5511;0.469;0.4417;0.1866;0.5176;0.0
0.5008;0.6393;0.5671;0.4681;0.2141;0.4667;0.0
0.5052;0.5611;0.7077;0.473;0.2749;0.4196;0.0
0.4053;0.2878;0.5178;0.4534;0.0695;0.4314;0.0
0.3245;0.6165;0.126;0.1128;0.4472;0.1804;0.0
0.3878;0.5908;0.4605;0.4455;0.2202;0.5216;0.0
0.5071;0.403;0.4698;0.4194;0.2349;0.2235;0.0
0.4893;0.6765;0.4455;0.0396;0.4485;0.2314;0.0
0.5016;0.8437;0.5075;0.4633;0.6024;0.4745;0.0
0.4269;0.5048;0.4365;0.467;0.1669;0.5529;0.0
0.4193;0.5394;0.4232;0.4197;0.1862;0.5176;0.0
0.415;0.5617;0.4794;0.419;0.175;0.5176;0.0
0.3474;0.6549;0.1364;0.4339;0.4749;0.1765;0.0
0.4986;0.4121;0.4556;0.4596;0.1998;0.3529;0.0
0.5301;0.6583;0.5052;0.4972;0.2804;0.7137;0.0
0.3683;0.6651;0.2694;0.4698;0.4484;0.1686;0.0
0.5011;0.6239;0.4873;0.3914;0.382;0.3059;0.0
0.5077;0.4336;0.4881;0.4455;0.2171;0.349;0.0
0.3925;0.3412;0.4826;0.4178;0.1088;0.4706;0.0
0.5403;0.6765;0.4581;0.503;0.3867;0.2235;0.0
0.4285;0.7002;0.2767;0.4628;0.4229;0.1804;0.0
0.4188;0.4697;0.4181;0.4262;0.1515;0.6314;0.0
0.4001;0.5998;0.5195;0.476;0.2056;0.502;0.0
0.415;0.3736;0.5421;0.6907;0.1036;0.4784;0.0
0.3824;0.537;0.4653;0.4234;0.1932;0.5412;0.0
0.4157;0.4627;0.5055;0.3856;0.1669;0.3922;0.0
0.4341;0.5871;0.4776;0.4721;0.1997;0.4667;0.0
0.4128;0.4986;0.4312;0.4603;0.1678;0.5804;0.0
0.4547;0.3843;0.5514;0.4257;0.1165;0.4235;0.0
0.4894;0.4051;0.4254;0.4455;0.2218;0.3922;0.0
0.3649;0.8569;0.1313;0.4796;0.7005;0.7922;0.0
0.4014;0.3779;0.5118;0.4656;0.1164;0.4275;0.0
0.4117;0.6166;0.5175;0.4823;0.2001;0.5176;0.0
0.483;0.387;0.4788;0.4143;0.1852;0.3608;0.0
0.401;0.3259;0.5304;0.4455;0.0979;0.4314;0.0
0.4139;0.3172;0.516;0.4496;0.0796;0.4824;0.0
0.4335;0.3566;0.4178;0.4586;0.1943;0.4;0.0
0.4064;0.4996;0.5309;0.4494;0.0711;0.4824;0.0
0.5672;0.6759;0.5155;0.4571;0.3348;0.4667;0.0
0.4022;0.5842;0.5113;0.4571;0.1931;0.498;0.0
0.5468;0.6496;0.7736;0.5406;0.3036;0.3529;0.0
0.3627;0.2522;0.4808;0.4412;0.0608;0.4706;0.0
0.5319;0.3991;0.533;0.4276;0.1657;0.3569;0.0
0.2577;0.259;0.2869;0.4641;0.1343;0.5137;0.0
0.4238;0.2722;0.5169;0.4292;0.0523;0.4118;0.0
0.524;0.5971;0.4958;0.4419;0.3191;0.4784;0.0
0.4184;0.5636;0.4204;0.442;0.1888;0.5725;0.0
0.5598;0.5799;0.5406;0.479;0.174;0.5333;0.0
0.4404;0.3847;0.5364;0.4413;0.0936;0.4235;0.0
0.3657;0.591;0.4782;0.4308;0.2193;0.498;0.0
0.4014;0.3068;0.3533;0.4741;0.1879;0.3412;0.0
0.5156;0.7837;0.3335;0.4636;0.5267;0.1804;0.0
0.4977;0.3936;0.4644;0.4677;0.1871;0.3569;0.0
0.4782;0.3895;0.452;0.9181;0.192;0.3451;0.0
0.5259;0.4074;0.4154;0.4361;0.2078;0.349;0.0
0.4219;0.3324;0.5294;0.4107;0.0771;0.4941;0.0
0.5556;0.4659;0.5605;0.4547;0.2301;0.3098;0.0
0.4429;0.3814;0.4645;0.441;0.1805;0.3686;0.0
0.4346;0.7683;0.4064;0.4786;0.6143;0.7686;0.0
0.4391;0.4634;0.5204;0.4997;0.1818;0.3216;0.0
0.3868;0.279;0.4903;0.4494;0.0818;0.4627;0.0
0.3728;0.2822;0.4685;0.722;0.0826;0.4706;0.0
0.4018;0.3642;0.5357;0.4578;0.0945;0.4471;0.0
0.4001;0.5412;0.4236;0.4746;0.1894;0.498;0.0
0.4161;0.4772;0.4194;0.4239;0.1664;0.5333;0.0
0.402;0.5464;0.5142;0.4343;0.1956;0.5098;0.0
0.4319;0.3595;0.3958;0.4408;0.2369;0.298;0.0
0.4539;0.3995;0.4506;0.4146;0.2032;0.3529;0.0
0.5088;0.394;0.4697;0.437;0.1806;0.3765;0.0
0.3628;0.5571;0.439;0.4302;0.196;0.5176;0.0
0.4129;0.373;0.5076;0.4339;0.1164;0.4941;0.0
0.3667;0.6344;0.1397;0.1244;0.516;0.1725;0.0
0.3938;0.5265;0.4998;0.4713;0.1795;0.5333;0.0
0.5328;0.4335;0.4841;0.4592;0.2045;0.3529;0.0
0.3809;0.4926;0.4229;0.4041;0.1802;0.502;0.0
0.4419;0.3454;0.3634;0.4321;0.2185;0.3451;0.0
0.6599;1.0;0.6832;0.4605;0.4125;0.3451;0.0
0.5399;0.4017;0.4404;0.4404;0.2185;0.2588;0.0
0.3961;0.5242;0.4454;0.4534;0.1652;0.6196;0.0
0.324;0.2485;0.4376;0.4588;0.0908;0.3843;0.0
0.3527;0.5298;0.4703;0.4455;0.2093;0.5647;0.0
0.3972;0.5628;0.4967;0.4496;0.2019;0.4549;0.0
0.4104;0.4268;0.4231;0.4379;0.1463;0.5843;0.0
0.4156;0.5945;0.4769;0.4307;0.1937;0.5725;0.0
0.3923;0.5466;0.4711;0.4231;0.1896;0.5098;0.0
0.3968;0.4996;0.5139;0.5888;0.09;0.4471;0.0
0.4786;0.383;0.4397;0.4367;0.2255;0.251;0.0
0.3892;0.3216;0.3707;0.4279;0.2156;0.2706;0.0
0.3292;0.5785;0.4369;0.4526;0.206;0.4824;0.0
0.3899;0.4735;0.451;0.4203;0.1688;0.5804;0.0
0.4394;0.7241;0.2949;0.4339;0.4648;0.1882;0.0
0.4176;0.5012;0.4676;0.4746;0.1713;0.5333;0.0
0.4001;0.5693;0.4857;0.3923;0.2046;0.5529;0.0
0.4293;0.5408;0.4818;0.4527;0.1655;0.5137;0.0
0.4325;0.3025;0.5225;0.4203;0.0672;0.4627;0.0
0.5224;0.417;0.4951;0.4326;0.2014;0.3686;0.0
0.5686;0.5478;0.5454;0.4287;0.2338;0.4353;0.0
0.254;0.3891;0.2694;0.4128;0.1614;0.5765;0.0
0.5134;0.4074;0.4777;0.4499;0.1918;0.349;0.0
0.5086;0.355;0.4711;0.4327;0.1765;0.3843;0.0
0.4376;0.6493;0.2403;0.4282;0.4407;0.1373;0.0
0.4323;0.5339;0.4506;0.4455;0.1809;0.5333;0.0
0.4953;0.3952;0.474;0.4319;0.2011;0.3333;0.0
0.4761;0.5711;0.6874;0.4455;0.2891;0.4392;0.0
0.333;0.524;0.4099;0.4383;0.1903;0.5216;0.0
0.3764;0.4219;0.4533;0.4726;0.169;0.2627;0.0
0.469;0.3816;0.4529;0.4411;0.1829;0.3529;0.0
0.3809;0.338;0.5072;0.4752;0.0879;0.4157;0.0
0.4787;0.6213;0.341;0.4336;0.3949;0.1686;0.0
0.5689;0.2635;0.6034;0.4256;0.0636;0.3373;0.0
0.4557;0.5736;0.506;0.4455;0.1996;0.5333;0.0
0.3612;0.3641;0.4761;0.4005;0.1219;0.5098;0.0
0.656;0.8235;0.4984;0.4985;0.4327;0.1961;0.0
0.4199;0.4508;0.4044;0.4595;0.1594;0.5608;0.0
0.4776;0.5227;0.5863;0.4627;0.177;0.6196;0.0
0.5726;0.6476;0.5332;0.7903;0.2934;0.4471;0.0
0.3794;0.5877;0.4456;0.4719;0.2007;0.5059;0.0
0.409;0.6212;0.4884;0.4677;0.2148;0.5137;0.0
0.4106;0.6893;0.1541;0.169;0.52;0.149;0.0
0.3617;0.5297;0.4646;0.4105;0.2042;0.5765;0.0
0.3464;0.5805;0.4447;0.4455;0.2143;0.5176;0.0
