Q_val;R_val;S_val;RR_l_0/RR_l_1;signal_std;seq_size;label
0.3205;1.4501;0.141;-0.4069;0.4599;0.3134;0.0
0.3153;1.8228;-0.3035;0.0967;0.8079;-0.9288;0.0
-0.4113;-0.5038;-0.0467;-0.312;-0.9398;0.297;0.0
-0.2763;1.01;0.088;-0.2739;-0.3812;0.3787;0.0
-0.0586;2.16;-1.255;-0.2791;1.9444;1.5719;0.0
0.0731;2.7471;-0.2519;-0.22;2.7824;1.6209;0.0
0.0236;0.2516;-0.0699;-0.389;-0.2673;-0.177;0.0
-0.3628;-0.4318;0.0556;-0.312;-0.9263;0.3461;0.0
-0.4185;0.9569;-0.102;-0.3373;-0.3557;0.5749;0.0
-0.0247;0.208;-0.0977;-0.3291;-0.3172;-0.2423;0.0
0.2579;1.6261;1.236;0.2208;0.3262;0.1499;0.0
0.1725;0.2356;0.0989;-0.2226;-0.2995;-0.3241;0.0
0.1711;0.2575;0.003;-0.3848;-0.2693;-0.1443;0.0
-0.0513;0.0689;-0.2407;-0.2989;-0.156;-0.3731;0.0
-0.3951;-0.0555;0.0766;-0.342;-0.6475;0.0845;0.0
-0.4476;-0.0622;0.0853;-0.4378;-0.7411;0.3787;0.0
0.2504;1.1266;0.2539;-0.2694;0.2362;-0.5692;0.0
-0.4084;-0.3817;0.1716;-0.2168;-0.8592;0.0355;0.0
-0.1741;1.1136;1.0585;-0.481;0.1759;0.7383;0.0
-0.0709;0.1833;-0.1447;-0.3744;-0.3146;-0.177;0.0
0.0408;0.1927;0.0511;0.5045;-0.402;-0.177;0.0
-0.4413;1.0179;0.0707;-0.2866;-0.299;0.5422;0.0
0.0416;0.0639;-0.043;-0.3865;-0.4207;-0.1279;0.0
-0.4945;-0.4009;-0.1223;-0.3433;-0.8139;-0.1116;0.0
-0.0788;1.2681;0.3082;-0.2621;-0.3089;0.5912;0.0
0.0097;0.1469;-0.1652;-0.2525;-0.2548;-0.2423;0.0
-0.2836;-0.0471;0.1923;-0.2855;-0.8119;-0.0952;0.0
0.0705;1.0766;0.0034;0.8902;0.2362;0.0845;0.0
-0.2487;-0.2934;0.137;-0.312;-0.8732;0.248;0.0
-0.3198;0.4381;-0.1303;-0.3113;-0.5065;0.5585;0.0
-0.4527;0.1683;0.1683;-0.2718;-0.647;0.1336;0.0
-0.2058;-0.0364;-0.6228;-0.3463;-0.1705;-0.5202;0.0
0.205;1.9152;0.0928;-0.3564;0.5541;0.2153;0.0
0.1416;1.2951;-0.0151;-1.4377;0.4516;-0.226;0.0
-0.3032;1.8677;-1.003;-0.411;0.9234;-0.9942;0.0
-0.4961;-0.194;0.1144;-1.1666;-0.777;0.2643;0.0
1.101;1.6528;0.9954;-0.3122;-0.0561;0.0355;0.0
-0.3591;-0.292;0.2488;-0.2989;-0.9128;0.2153;0.0
-0.7415;1.4433;-0.8394;2.0344;1.4368;1.4412;0.0
-0.0008;0.077;-0.0434;0.4358;-0.3375;-0.1443;0.0
-0.4323;0.6088;-0.129;-0.2525;-0.454;0.3461;0.0
-0.4846;-0.3968;0.0682;-0.1445;-0.893;0.1009;0.0
-0.3018;1.498;-1.2753;-0.3182;0.8464;-0.9452;0.0
0.0652;0.0628;-0.0784;-0.2989;-0.3796;-0.0952;0.0
-0.3816;0.8229;0.0973;-0.3229;-0.3364;0.4768;0.0
-0.2917;-0.0895;0.3985;-0.3382;-0.8483;0.297;0.0
-0.16;0.0155;-0.258;-0.3132;-0.3182;-0.0299;0.0
-0.2656;0.8698;0.1266;-0.3858;-0.3926;0.5422;0.0
-0.102;0.0149;-0.1673;-0.2233;-0.4509;-0.2587;0.0
-0.4014;0.9998;-0.129;-0.336;-0.2449;0.2643;0.0
-0.3266;0.0514;0.2464;-0.1874;-0.7921;0.0355;0.0
0.0707;0.2598;-0.007;-0.4286;-0.2745;-0.1443;0.0
0.0672;0.2275;0.1907;-1.4151;-0.3609;-0.1606;0.0
0.1379;1.3611;0.0402;1.6147;0.3626;0.1499;0.0
-0.5714;1.1124;-0.0623;-0.3115;-0.2574;0.5259;0.0
-0.347;-0.4062;0.1221;-0.1902;-0.9112;0.1336;0.0
-0.2386;1.616;-1.2495;-0.1807;0.7881;-0.9615;0.0
-0.3614;1.1938;0.1339;-0.4086;-0.2501;0.4441;0.0
-0.4721;-0.1961;0.0357;-0.3613;-0.8238;0.3787;0.0
-0.299;1.1354;-0.3481;-0.1062;0.4516;-0.6346;0.0
0.0563;1.363;-0.0162;-0.3543;0.3502;-0.0462;0.0
-0.531;-0.3244;0.0603;0.3991;-0.8457;0.1826;0.0
0.2856;1.1018;0.1575;0.4021;0.3252;-0.2587;0.0
-0.038;0.0668;-0.1396;-0.1923;-0.3994;-0.226;0.0
-0.0004;0.1109;0.0644;-0.3283;-0.4592;-0.2097;0.0
-0.4034;0.5641;-0.2619;-0.3236;-0.4217;0.4441;0.0
-0.4793;0.7191;-0.3129;-0.2162;-0.4223;0.5259;0.0
0.0232;1.4533;-0.0792;2.2463;0.4942;0.0355;0.0
-0.302;1.0281;0.1628;-0.3351;-0.3853;0.4932;0.0
-0.0374;0.6341;-0.173;-0.639;0.2638;0.2316;0.0
-0.4319;0.8051;-0.14;-0.4421;-0.3312;0.5585;0.0
0.2733;1.7581;0.1646;1.6266;0.5036;0.1336;0.0
-0.1893;-0.0767;-0.2895;-0.2815;-0.1929;-0.6183;0.0
-0.1491;1.6886;-0.9796;-0.3186;0.8563;-0.9615;0.0
0.1769;1.0376;0.1319;2.9127;0.3309;-0.8634;0.0
-0.4224;0.663;-0.3198;-0.3459;-0.3396;0.6239;0.0
-0.4141;-0.2315;0.2218;-0.2173;-0.8597;0.3461;0.0
0.1325;0.6297;-0.1539;-0.2759;-0.5882;0.4278;0.0
-0.5672;-0.6345;-0.0778;-0.2989;-0.9253;0.3134;0.0
-0.4418;1.6303;-0.957;-0.3571;0.8412;-1.0269;0.0
0.0771;1.1705;-0.093;-0.4049;0.0558;0.4768;0.0
0.0361;0.2345;-0.0782;-1.5646;-0.2579;-0.2097;0.0
0.1662;1.1709;1.219;-0.2226;0.139;-0.226;0.0
-0.3828;1.3995;-1.4085;-0.2989;0.7959;-0.9615;0.0
-0.1533;0.2979;0.0023;-0.3699;-0.248;-0.1116;0.0
-0.5373;0.8666;-0.0099;-0.188;-0.3203;0.3951;0.0
-0.2545;1.3914;-1.3686;-0.22;0.9374;-0.9452;0.0
0.3359;1.515;0.1632;-1.714;0.3189;0.1826;0.0
0.3862;0.3414;0.2482;0.8082;0.0219;-0.3241;0.0
-0.1412;1.6479;-1.0217;-0.2989;1.2266;-0.7817;0.0
-0.1875;0.7478;-0.0251;-0.3878;0.5213;-0.7654;0.0
-0.3545;-0.5495;0.0823;-0.2342;-0.9601;0.1826;0.0
-0.1816;0.4357;-0.0776;-0.2501;-0.5159;0.3297;0.0
-0.0336;0.9702;-0.0261;-0.1666;0.1317;-0.2587;0.0
0.0818;0.2214;0.0005;-0.3139;-0.325;-0.275;0.0
-0.0546;1.3746;-0.1319;-0.1992;0.4043;-0.1933;0.0
0.2676;2.8374;0.0737;-1.3324;2.114;0.3297;0.0
-0.0869;0.1088;-0.3837;-0.2074;-0.1528;-0.6673;0.0
-0.0946;0.2162;-0.2448;-0.1803;-0.2121;-0.4058;0.0
-0.363;-0.3049;0.0544;-0.3126;-0.8842;0.4278;0.0
-0.3793;0.3992;-0.3436;-0.3233;-0.4602;0.2153;0.0
-0.3604;0.39;-0.0717;-0.2673;-0.4935;-0.1443;0.0
0.1357;1.8173;0.0461;1.901;0.6004;0.4278;0.0
-0.1105;0.1585;-0.2413;-0.3425;-0.2584;-0.0789;0.0
-0.5349;0.9163;-0.2976;-0.3113;-0.3058;0.5749;0.0
-0.442;0.9785;-0.0495;-0.2746;-0.2917;0.3787;0.0
-0.0638;1.0182;-0.0871;1.2731;0.2571;-0.0135;0.0
0.3157;1.2215;1.7866;-1.6359;0.2123;0.4114;0.0
1.5251;1.9933;1.6792;-0.2093;-0.3635;-0.4221;0.0
-1.0269;-0.0813;-1.1634;-0.2525;-0.5351;0.4278;0.0
0.427;1.257;0.3945;0.1968;0.0745;0.1663;0.0
0.2567;1.5347;0.1386;-0.2198;0.3788;0.3951;0.0
0.0482;0.2432;-0.0532;-0.2703;-0.3125;-0.0952;0.0
-0.3192;0.6099;-0.1897;-0.2484;-0.4514;0.6239;0.0
-0.0748;0.1786;-0.3188;-0.2493;-0.1372;-0.5039;0.0
0.0268;0.308;-0.0532;-0.383;-0.2808;-0.177;0.0
-0.2717;2.7253;-0.7296;-0.2989;2.513;1.6046;0.0
-0.0727;0.0962;-0.1921;-0.2679;-0.3344;-0.226;0.0
0.0083;-0.0243;0.0009;-0.3141;-0.5419;-0.3404;0.0
-0.5046;1.4496;-1.1329;-0.3184;0.7226;-0.9452;0.0
-0.3743;1.3495;0.0971;-0.312;-0.1471;0.4114;0.0
-0.1388;0.0373;-0.2688;-0.1945;-0.2886;-0.0952;0.0
-0.1063;0.0785;0.0983;-0.1812;-0.3786;-0.2097;0.0
-0.2339;0.5271;-0.0257;-0.4539;-0.4784;0.8364;0.0
0.2092;1.0608;0.1201;1.7127;0.1827;0.248;0.0
-0.401;-0.4275;-0.0151;-0.2851;-0.9201;0.0519;0.0
-0.075;2.4593;0.015;-0.3364;1.4831;0.3461;0.0
0.2157;1.6144;0.1297;-0.2606;0.307;0.0519;0.0
-0.1022;-0.1687;-0.1158;-0.3577;-0.2501;-0.2097;0.0
0.0151;1.7662;-1.0211;-0.3373;0.8547;-0.9288;0.0
0.427;0.3977;-0.0149;-0.2215;-0.3359;-0.2423;0.0
0.0424;1.7426;-0.9855;-0.7105;0.8058;-0.9452;0.0
-0.022;0.784;1.0316;-0.2424;0.1291;-0.0299;0.0
0.0777;1.3025;-0.0867;-0.0886;0.2623;-0.0135;0.0
-0.0988;0.0162;-0.1656;-0.2383;-0.3619;-0.3241;0.0
-0.6563;0.3492;-0.5692;-0.3122;-0.325;0.0682;0.0
0.2904;1.5145;0.3385;-0.2989;0.3033;-0.0135;0.0
-0.8504;-0.6195;-0.3851;-0.2011;-0.816;0.0519;0.0
0.1551;1.3632;0.2318;-0.2989;0.4323;-0.7327;0.0
-0.0742;-0.1297;-0.0491;-0.3291;-0.5065;-0.275;0.0
-0.1293;-0.048;-0.2112;-0.3135;-0.4935;-0.1606;0.0
0.0226;1.7178;-0.659;2.3908;0.8334;-1.0105;0.0
-0.4959;1.4822;-1.0792;-0.1773;0.9291;-0.9779;0.0
-0.2394;0.6231;-0.1748;-0.3588;-0.4051;0.6076;0.0
-0.3949;0.9497;0.1144;-0.3109;-0.3182;0.6403;0.0
-0.4628;1.1262;-0.0859;-0.2617;-0.2579;0.3951;0.0
0.3795;1.473;1.2672;-0.1741;0.2305;-0.1443;0.0
-0.3204;0.5162;-0.1449;-0.2248;-0.5221;0.4932;0.0
-0.5722;1.3509;-1.3906;-0.2215;1.0134;-0.9615;0.0
-0.737;-0.6593;-0.0839;-0.2707;-0.9138;0.3297;0.0
-0.9404;1.1383;-1.8708;-0.3568;0.7387;-0.9125;0.0
-0.0049;0.2441;-0.1526;-0.3463;-0.1731;-0.4712;0.0
0.6184;1.1909;0.6879;-0.479;-0.0452;-0.2097;0.0
-0.3179;-0.3354;0.271;-0.2044;-0.9008;0.0519;0.0
0.0836;0.1491;-0.1309;-0.2989;-0.3214;-0.3404;0.0
-0.5098;-0.5667;-0.0684;-0.2072;-0.9346;0.1172;0.0
0.1177;0.174;0.0231;-0.2989;-0.3198;-0.2914;0.0
-0.3709;-0.0025;0.1872;-0.2469;-0.647;0.0028;0.0
-0.5817;-0.4822;0.0436;-0.2729;-0.8956;0.1499;0.0
0.3213;1.2594;0.1158;-1.7084;0.3606;0.2153;0.0
-0.4747;0.2964;-0.1457;-0.2273;-0.4228;-0.0135;0.0
-0.9794;2.3065;-2.6172;-0.2791;2.6165;0.248;0.0
-0.4535;-0.4856;0.0143;-0.255;-0.9367;-0.0135;0.0
-0.4042;0.3989;-0.3469;-0.1741;-0.5481;0.6076;0.0
-0.4514;0.0133;0.2305;-0.3253;-0.7437;0.297;0.0
-0.3884;2.1694;-0.5252;2.6361;1.4935;1.6046;0.0
-0.4262;0.4324;-0.1415;-0.2396;-0.5201;0.6239;0.0
-0.4632;0.9727;0.0603;-0.153;-0.2522;0.1663;0.0
0.3811;1.2044;0.2553;-0.2658;0.1785;-0.0462;0.0
0.1482;1.8965;0.1164;-1.7336;0.9582;-0.7981;0.0
-0.243;0.8706;-0.1803;-0.4155;-0.4004;0.8527;0.0
-0.347;-0.3481;0.2057;-0.1825;-0.8987;0.1499;0.0
-0.0937;0.1157;-0.1638;-0.4041;-0.3058;-0.2914;0.0
-0.4745;1.1284;0.173;-0.1953;-0.2392;0.5422;0.0
1.2335;2.2082;0.137;-0.2392;0.6378;-0.8308;0.0
0.4407;1.8396;0.3784;-0.1372;0.7351;-0.7981;0.0
0.0095;0.3148;-0.2415;-0.2508;-0.105;-0.3731;0.0
-0.4504;0.6505;0.0851;-0.2226;-0.4275;0.3624;0.0
-0.5425;-0.3801;-0.0499;-0.3648;-0.8696;0.3624;0.0
0.2539;1.9156;-0.5545;-0.377;0.7876;-0.9779;0.0
0.3536;1.5845;0.2633;-0.3644;0.6118;-0.4548;0.0
-0.4052;-0.2753;0.1787;0.3454;-0.9149;0.0845;0.0
0.1195;1.5679;-0.9434;-0.2793;0.7876;-0.9942;0.0
-0.0584;0.663;0.0162;-0.2737;-0.4316;0.5912;0.0
-0.3202;0.5517;-0.2387;-0.3465;-0.4868;0.5422;0.0
-0.4201;1.2607;0.0483;-0.4099;-0.2022;0.6893;0.0
-0.5343;-0.4286;-0.1103;-0.2338;-0.866;0.2316;0.0
0.2914;2.1648;-0.4841;-0.2797;1.5215;-0.9779;0.0
-0.4371;-0.1863;0.1831;-0.2989;-0.7999;0.1172;0.0
-0.3038;0.6672;-0.172;-0.2868;-0.4155;0.4114;0.0
-0.4672;-0.4302;0.0566;-0.3399;-0.8836;0.2807;0.0
0.3767;1.8857;0.2645;-0.3667;0.5972;0.297;0.0
0.0077;-0.0014;0.1234;-0.3884;-0.5086;-0.3077;0.0
-0.5516;0.8759;-0.1884;-0.2486;-0.2933;0.2807;0.0
-0.5674;-0.3421;-0.1079;-0.4024;-0.8394;0.3461;0.0
-0.5555;1.6298;-1.4478;-0.2989;0.8219;-0.9452;0.0
-0.3814;1.5398;-1.2387;-0.2003;0.9072;-0.8961;0.0
-0.1497;1.0379;-0.0046;-0.3938;-0.3739;0.5585;0.0
-0.3228;0.9582;-0.1901;-0.2989;-0.3494;0.6566;0.0
0.1052;-0.0093;-0.3859;-0.3644;-0.1929;-0.4058;0.0
-0.1065;0.1449;-0.1947;-0.3442;-0.235;-0.2097;0.0
-0.0344;2.6671;-0.6397;-1.3286;2.449;1.4902;0.0
-0.1909;0.133;-0.2887;-0.2319;-0.2506;-0.3241;0.0
-0.7243;1.1124;-1.5065;-0.3375;0.9442;-1.174;0.0
0.0509;1.599;-0.0381;-0.3274;0.4407;-0.1116;0.0
0.2514;1.45;1.7858;-1.4095;0.4953;-0.1606;0.0
-0.0869;0.1151;-0.2075;-0.3278;-0.2735;-0.2587;0.0
-0.2194;0.9063;-0.076;-0.3115;-0.3573;0.4441;0.0
0.0264;1.3317;0.3757;-0.2237;-0.2272;0.2316;0.0
0.0448;0.9543;1.0235;-0.2072;0.0599;0.0355;0.0
-0.3705;-0.3638;0.1486;-0.2724;-0.9097;0.0845;0.0
-0.6443;1.263;-1.595;2.1739;0.9275;-0.9779;0.0
-0.7067;1.2217;-1.6558;-1.4065;0.8729;-0.9615;0.0
-0.4432;1.0978;-0.1154;-0.2989;-0.1986;0.4605;0.0
0.0525;0.1919;-0.0723;-0.3858;-0.1289;-0.7817;0.0
-0.0214;1.5108;-0.1842;-1.65;0.8792;-0.749;0.0
0.0299;2.3173;0.1012;-0.2396;1.6058;0.2643;0.0
-0.2808;0.6828;-0.2259;-0.2273;-0.4498;0.5912;0.0
-0.3123;0.8498;-0.2869;-0.3848;-0.3588;0.4441;0.0
0.2963;1.6471;1.379;-1.8109;0.4386;0.1172;0.0
-0.3303;0.9574;-0.0282;-0.3869;-0.4119;0.4441;0.0
-0.6114;1.4069;-1.608;-0.3373;1.004;-0.9779;0.0
0.0173;0.2359;-0.138;-0.2518;-0.2948;-0.2423;0.0
0.1482;1.4233;0.0908;-0.1266;0.0859;1.2614;0.0
-0.5244;1.4559;-0.9956;-0.2179;0.8786;-1.0105;0.0
0.0278;1.2573;0.0082;-0.4788;0.5655;-0.4385;0.0
0.0553;0.3395;0.0117;-0.2989;-0.2132;-0.2587;0.0
-0.4236;-0.1064;-0.0133;-0.391;-0.7245;0.248;0.0
0.1906;1.5109;-0.1264;-0.1073;0.5873;-0.7817;0.0
-0.2741;1.6253;-0.9617;-0.2413;0.7585;-0.9615;0.0
-0.3145;0.5136;-0.3103;-0.3631;-0.5227;0.9181;0.0
-0.3923;1.1412;0.1565;-0.1973;-0.2673;0.3787;0.0
-0.3301;0.0502;0.2606;0.5176;-0.7489;0.2807;0.0
-0.466;0.838;-0.0932;-0.3725;-0.326;0.5422;0.0
-0.3276;0.4799;0.092;-0.4984;-0.4498;-0.0789;0.0
-0.2507;1.0797;-0.0365;-0.2104;-0.2954;0.2316;0.0
-0.3394;0.653;-0.2501;-0.2497;-0.4457;0.7056;0.0
-0.1652;0.1015;0.3037;-0.3648;-0.6881;0.0519;0.0
-0.0212;0.2019;-0.2767;-0.2989;-0.1908;-0.0789;0.0
-0.5385;2.3809;-1.6314;-0.1853;2.0687;1.5883;0.0
-0.387;0.071;0.1209;-0.2321;-0.6886;0.0682;0.0
-0.3438;1.222;0.1473;-0.1762;-0.2933;0.4441;0.0
-0.0477;0.1149;-0.0308;-0.4026;-0.3635;-0.2097;0.0
-0.3884;-0.1802;0.2067;-0.2989;-0.776;0.0845;0.0
-0.3347;-0.2218;0.1402;-0.2851;-0.8623;0.297;0.0
-0.2535;-0.0319;-0.3121;-0.2553;-0.3208;-0.0462;0.0
-0.3662;0.658;0.2092;-0.286;-0.9024;0.297;0.0
0.3025;1.5079;0.138;-0.2602;0.3424;0.2316;0.0
-0.3834;1.0655;0.1189;-0.2602;-0.3266;0.3624;0.0
0.2177;1.3811;1.3269;0.0177;0.1952;-0.2423;0.0
-0.5476;-0.5356;-0.0215;-0.313;-0.9507;0.248;0.0
0.1559;0.173;0.2185;-0.3586;-0.4556;-0.226;0.0
0.0947;2.5696;0.0182;2.2908;1.5392;-0.0299;0.0
-0.9841;-0.5027;-0.9149;-0.2368;-0.6038;0.4278;0.0
-0.2939;-0.4388;0.1447;-0.3532;-0.9908;0.0028;0.0
0.123;1.1281;0.0473;-0.3109;0.2685;0.2807;0.0
-0.3161;0.9663;-0.2999;-0.3105;-0.3468;0.673;0.0
0.2716;1.0452;0.2539;-0.1872;-0.4165;0.5095;0.0
-0.2248;0.1036;0.2342;-0.3128;-0.7963;0.0519;0.0
-0.5353;1.0984;-0.0339;-0.3476;-0.2028;0.3624;0.0
-0.387;-0.272;-0.609;-0.2035;-0.351;-0.2914;0.0
0.0878;2.0279;-0.7003;-0.2387;1.2485;-0.9615;0.0
0.0137;0.1467;-0.0975;-0.2248;-0.3546;-0.226;0.0
-0.0675;0.1265;-0.1543;1.2744;-0.3318;-0.275;0.0
0.1307;0.213;-0.3231;-0.3302;-0.2569;-0.2587;0.0
-0.6019;1.9474;-0.742;2.0092;1.5377;0.3134;0.0
-0.3014;-0.1485;0.2019;-0.4146;-0.8738;0.3461;0.0
0.2541;0.495;0.3456;-0.2681;-0.1518;-0.4221;0.0
-0.2145;0.0875;-0.0967;-0.3137;-0.3859;-0.177;0.0
-0.2489;1.9538;-0.3646;-0.1885;1.662;1.4902;0.0
-0.2301;0.4831;0.1608;-0.1185;-0.3796;-0.3731;0.0
-0.4476;-0.4064;0.0219;-0.286;-0.8519;0.2153;0.0
-0.5056;-0.3907;-0.0784;0.6215;-0.8478;0.248;0.0
-0.385;0.0047;0.2313;-0.2578;-0.7916;0.1499;0.0
-0.3923;0.8583;-0.2852;-0.2018;-0.3437;0.3624;0.0
-0.3256;0.5497;-0.3046;-0.3708;-0.4524;0.5095;0.0
